DISTRICT_NAME	AMPHUR_NAME
*วังโพรง   	วังทอง   
*ไทรย้อย   	วังทอง   
*บ้านมุง   	วังทอง   
*ชมพู   	วังทอง   
ชมพู   	เนินมะปราง   
บ้านมุง   	เนินมะปราง   
ไทรย้อย   	เนินมะปราง   
วังโพรง   	เนินมะปราง   
บ้านน้อยซุ้มขี้เหล็ก   	เนินมะปราง   
เนินมะปราง   	เนินมะปราง   
วังยาง   	เนินมะปราง   
โคกแหลม   	เนินมะปราง   
ในเมือง   	เมืองพิจิตร   
ไผ่ขวาง   	เมืองพิจิตร   
ย่านยาว   	เมืองพิจิตร   
ท่าฬ่อ   	เมืองพิจิตร   
ปากทาง   	เมืองพิจิตร   
คลองคะเชนทร์   	เมืองพิจิตร   
โรงช้าง   	เมืองพิจิตร   
เมืองเก่า   	เมืองพิจิตร   
ท่าหลวง   	เมืองพิจิตร   
บ้านบุ่ง   	เมืองพิจิตร   
ฆะมัง   	เมืองพิจิตร   
ดงป่าคำ   	เมืองพิจิตร   
หัวดง   	เมืองพิจิตร   
*หนองปล้อง   	เมืองพิจิตร   
ป่ามะคาบ   	เมืองพิจิตร   
*สากเหล็ก   	เมืองพิจิตร   
*ท่าเยี่ยม   	เมืองพิจิตร   
*คลองทราย   	เมืองพิจิตร   
สายคำโห้   	เมืองพิจิตร   
ดงกลาง   	เมืองพิจิตร   
*ไผ่รอบ   	เมืองพิจิตร   
*วังจิก   	เมืองพิจิตร   
*โพธิ์ประทับช้าง   	เมืองพิจิตร   
*ไผ่ท่าโพ   	เมืองพิจิตร   
*วังจิก   	เมืองพิจิตร   
*หนองพระ   	เมืองพิจิตร   
*หนองปลาไหล   	เมืองพิจิตร   
*วังทรายพูน   	เมืองพิจิตร   
วังทรายพูน   	วังทรายพูน   
หนองปลาไหล   	วังทรายพูน   
หนองพระ   	วังทรายพูน   
หนองปล้อง   	วังทรายพูน   
โพธิ์ประทับช้าง   	โพธิ์ประทับช้าง   
ไผ่ท่าโพ   	โพธิ์ประทับช้าง   
วังจิก   	โพธิ์ประทับช้าง   
ไผ่รอบ   	โพธิ์ประทับช้าง   
ดงเสือเหลือง   	โพธิ์ประทับช้าง   
เนินสว่าง   	โพธิ์ประทับช้าง   
ทุ่งใหญ่   	โพธิ์ประทับช้าง   
ตะพานหิน   	ตะพานหิน   
งิ้วราย   	ตะพานหิน   
ห้วยเกตุ   	ตะพานหิน   
ไทรโรงโขน   	ตะพานหิน   
หนองพยอม   	ตะพานหิน   
ทุ่งโพธิ์   	ตะพานหิน   
ดงตะขบ   	ตะพานหิน   
คลองคูณ   	ตะพานหิน   
วังสำโรง   	ตะพานหิน   
วังหว้า   	ตะพานหิน   
วังหลุม   	ตะพานหิน   
ทับหมัน   	ตะพานหิน   
ไผ่หลวง   	ตะพานหิน   
*ท้ายทุ่ง   	ตะพานหิน   
*เขาเจ็ดลูก   	ตะพานหิน   
*เขาทราย   	ตะพานหิน   
*ทับคล้อ   	ตะพานหิน   
บางมูลนาก   	บางมูลนาก   
บางไผ่   	บางมูลนาก   
หอไกร   	บางมูลนาก   
เนินมะกอก   	บางมูลนาก   
วังสำโรง   	บางมูลนาก   
ภูมิ   	บางมูลนาก   
วังกรด   	บางมูลนาก   
ห้วยเขน   	บางมูลนาก   
วังตะกู   	บางมูลนาก   
สำนักขุนเณร*   	บางมูลนาก   
ห้วยพุก*   	บางมูลนาก   
ห้วยร่วม*   	บางมูลนาก   
วังงิ้ว*   	บางมูลนาก   
ลำประดา   	บางมูลนาก   
วังงิ้วใต้*   	บางมูลนาก   
โพทะเล   	โพทะเล   
ท้ายน้ำ   	โพทะเล   
ทะนง   	โพทะเล   
ท่าบัว   	โพทะเล   
ทุ่งน้อย   	โพทะเล   
ท่าขมิ้น   	โพทะเล   
ท่าเสา   	โพทะเล   
บางคลาน   	โพทะเล   
บางลาย*   	โพทะเล   
บึงนาราง*   	โพทะเล   
ท่านั่ง   	โพทะเล   
บ้านน้อย   	โพทะเล   
วัดขวาง   	โพทะเล   
โพธิ์ไทรงาม*   	โพทะเล   
แหลมรัง*   	โพทะเล   
ห้วยแก้ว*   	โพทะเล   
สามง่าม   	สามง่าม   
กำแพงดิน   	สามง่าม   
รังนก   	สามง่าม   
หนองหลุม*   	สามง่าม   
บ้านนา*   	สามง่าม   
เนินปอ   	สามง่าม   
หนองโสน   	สามง่าม   
วังโมกข์*   	สามง่าม   
บึงบัว*   	สามง่าม   
ทับคล้อ   	ทับคล้อ   
เขาทราย   	ทับคล้อ   
เขาเจ็ดลูก   	ทับคล้อ   
ท้ายทุ่ง   	ทับคล้อ   
สากเหล็ก   	สากเหล็ก   
ท่าเยี่ยม   	สากเหล็ก   
คลองทราย   	สากเหล็ก   
หนองหญ้าไทร   	สากเหล็ก   
วังทับไทร   	สากเหล็ก   
ห้วยแก้ว   	บึงนาราง   
โพธิ์ไทรงาม   	บึงนาราง   
แหลมรัง   	บึงนาราง   
บางลาย   	บึงนาราง   
บึงนาราง   	บึงนาราง   
วังงิ้วใต้   	ดงเจริญ   
วังงิ้ว   	ดงเจริญ   
ห้วยร่วม   	ดงเจริญ   
ห้วยพุก   	ดงเจริญ   
สำนักขุนเณร   	ดงเจริญ   
บ้านนา   	วชิรบารมี   
บึงบัว   	วชิรบารมี   
วังโมกข์   	วชิรบารมี   
หนองหลุม   	วชิรบารมี   
ในเมือง   	เมืองเพชรบูรณ์   
ตะเบาะ   	เมืองเพชรบูรณ์   
บ้านโตก   	เมืองเพชรบูรณ์   
สะเดียง   	เมืองเพชรบูรณ์   
ป่าเลา   	เมืองเพชรบูรณ์   
นางั่ว   	เมืองเพชรบูรณ์   
ท่าพล   	เมืองเพชรบูรณ์   
ดงมูลเหล็ก   	เมืองเพชรบูรณ์   
บ้านโคก   	เมืองเพชรบูรณ์   
ชอนไพร   	เมืองเพชรบูรณ์   
นาป่า   	เมืองเพชรบูรณ์   
นายม   	เมืองเพชรบูรณ์   
วังชมภู   	เมืองเพชรบูรณ์   
น้ำร้อน   	เมืองเพชรบูรณ์   
ห้วยสะแก   	เมืองเพชรบูรณ์   
ห้วยใหญ่   	เมืองเพชรบูรณ์   
ระวิง   	เมืองเพชรบูรณ์   
ชนแดน   	ชนแดน   
ดงขุย   	ชนแดน   
ท่าข้าม   	ชนแดน   
พุทธบาท   	ชนแดน   
ลาดแค   	ชนแดน   
บ้านกล้วย   	ชนแดน   
*ซับเปิม   	ชนแดน   
ซับพุทรา   	ชนแดน   
ตะกุดไร   	ชนแดน   
ศาลาลาย   	ชนแดน   
*ท้ายดง   	ชนแดน   
*วังโป่ง   	ชนแดน   
หล่มสัก   	หล่มสัก   
วัดป่า   	หล่มสัก   
ตาลเดี่ยว   	หล่มสัก   
ฝายนาแซง   	หล่มสัก   
หนองสว่าง   	หล่มสัก   
น้ำเฮี้ย   	หล่มสัก   
สักหลง   	หล่มสัก   
ท่าอิบุญ   	หล่มสัก   
บ้านโสก   	หล่มสัก   
บ้านติ้ว   	หล่มสัก   
ห้วยไร่   	หล่มสัก   
น้ำก้อ   	หล่มสัก   
ปากช่อง   	หล่มสัก   
น้ำชุน   	หล่มสัก   
หนองไขว่   	หล่มสัก   
ลานบ่า   	หล่มสัก   
บุ่งคล้า   	หล่มสัก   
บุ่งน้ำเต้า   	หล่มสัก   
บ้านกลาง   	หล่มสัก   
ช้างตะลูด   	หล่มสัก   
บ้านไร่   	หล่มสัก   
ปากดุก   	หล่มสัก   
บ้านหวาย   	หล่มสัก   
*แคมป์สน   	หล่มสัก   
หล่มเก่า   	หล่มเก่า   
นาซำ   	หล่มเก่า   
หินฮาว   	หล่มเก่า   
บ้านเนิน   	หล่มเก่า   
ศิลา   	หล่มเก่า   
นาแซง   	หล่มเก่า   
วังบาล   	หล่มเก่า   
นาเกาะ   	หล่มเก่า   
ตาดกลอย   	หล่มเก่า   
*น้ำหนาว   	หล่มเก่า   
ท่าโรง   	วิเชียรบุรี   
สระประดู่   	วิเชียรบุรี   
สามแยก   	วิเชียรบุรี   
โคกปรง   	วิเชียรบุรี   
น้ำร้อน   	วิเชียรบุรี   
บ่อรัง   	วิเชียรบุรี   
พุเตย   	วิเชียรบุรี   
พุขาม   	วิเชียรบุรี   
ภูน้ำหยด   	วิเชียรบุรี   
ซับสมบูรณ์   	วิเชียรบุรี   
บึงกระจับ   	วิเชียรบุรี   
วังใหญ่   	วิเชียรบุรี   
ยางสาว   	วิเชียรบุรี   
ซับน้อย   	วิเชียรบุรี   
*นาสนุ่น   	วิเชียรบุรี   
*คลองกระจัง   	วิเชียรบุรี   
*สระกรวด   	วิเชียรบุรี   
*ศรีเทพ   	วิเชียรบุรี   
ศรีเทพ   	ศรีเทพ   
สระกรวด   	ศรีเทพ   
คลองกระจัง   	ศรีเทพ   
นาสนุ่น   	ศรีเทพ   
โคกสะอาด   	ศรีเทพ   
หนองย่างทอย   	ศรีเทพ   
ประดู่งาม   	ศรีเทพ   
กองทูล   	หนองไผ่   
นาเฉลียง   	หนองไผ่   
บ้านโภชน์   	หนองไผ่   
ท่าแดง   	หนองไผ่   
เพชรละคร   	หนองไผ่   
บ่อไทย   	หนองไผ่   
ห้วยโป่ง   	หนองไผ่   
วังท่าดี   	หนองไผ่   
บัววัฒนา   	หนองไผ่   
หนองไผ่   	หนองไผ่   
วังโบสถ์   	หนองไผ่   
ยางงาม   	หนองไผ่   
ท่าด้วง   	หนองไผ่   
ซับสมอทอด   	บึงสามพัน   
ซับไม้แดง   	บึงสามพัน   
หนองแจง   	บึงสามพัน   
กันจุ   	บึงสามพัน   
วังพิกุล   	บึงสามพัน   
พญาวัง   	บึงสามพัน   
ศรีมงคล   	บึงสามพัน   
สระแก้ว   	บึงสามพัน   
บึงสามพัน   	บึงสามพัน   
น้ำหนาว   	น้ำหนาว   
หลักด่าน   	น้ำหนาว   
วังกวาง   	น้ำหนาว   
โคกมน   	น้ำหนาว   
วังโป่ง   	วังโป่ง   
ท้ายดง   	วังโป่ง   
ซับเปิบ   	วังโป่ง   
วังหิน   	วังโป่ง   
วังศาล   	วังโป่ง   
ทุ่งสมอ   	เขาค้อ   
แคมป์สน   	เขาค้อ   
เขาค้อ   	เขาค้อ   
ริมสีม่วง   	เขาค้อ   
สะเดาะพง   	เขาค้อ   
หนองแม่นา   	เขาค้อ   
เข็กน้อย   	เขาค้อ   
หน้าเมือง   	เมืองราชบุรี   
เจดีย์หัก   	เมืองราชบุรี   
ดอนตะโก   	เมืองราชบุรี   
หนองกลางนา   	เมืองราชบุรี   
ห้วยไผ่   	เมืองราชบุรี   
คุ้งน้ำวน   	เมืองราชบุรี   
คุ้งกระถิน   	เมืองราชบุรี   
อ่างทอง   	เมืองราชบุรี   
โคกหม้อ   	เมืองราชบุรี   
สามเรือน   	เมืองราชบุรี   
พิกุลทอง   	เมืองราชบุรี   
น้ำพุ   	เมืองราชบุรี   
ดอนแร่   	เมืองราชบุรี   
หินกอง   	เมืองราชบุรี   
เขาแร้ง   	เมืองราชบุรี   
เกาะพลับพลา   	เมืองราชบุรี   
หลุมดิน   	เมืองราชบุรี   
บางป่า   	เมืองราชบุรี   
พงสวาย   	เมืองราชบุรี   
คูบัว   	เมืองราชบุรี   
ท่าราบ   	เมืองราชบุรี   
บ้านไร่   	เมืองราชบุรี   
จอมบึง   	จอมบึง   
ปากช่อง   	จอมบึง   
เบิกไพร   	จอมบึง   
ด่านทับตะโก   	จอมบึง   
แก้มอ้น   	จอมบึง   
รางบัว   	จอมบึง   
*ป่าหวาย   	จอมบึง   
*บ้านผึ้ง   	จอมบึง   
*สวนผึ้ง   	จอมบึง   
สวนผึ้ง   	สวนผึ้ง   
ป่าหวาย   	สวนผึ้ง   
บ้านบึง*   	สวนผึ้ง   
ท่าเคย   	สวนผึ้ง   
บ้านคา*   	สวนผึ้ง   
หนองพันจันทร์*   	สวนผึ้ง   
ตะนาวศรี   	สวนผึ้ง   
ดำเนินสะดวก   	ดำเนินสะดวก   
ประสาทสิทธิ์   	ดำเนินสะดวก   
ศรีสุราษฎร์   	ดำเนินสะดวก   
ตาหลวง   	ดำเนินสะดวก   
ดอนกรวย   	ดำเนินสะดวก   
ดอนคลัง   	ดำเนินสะดวก   
บัวงาม   	ดำเนินสะดวก   
บ้านไร่   	ดำเนินสะดวก   
แพงพวย   	ดำเนินสะดวก   
สี่หมื่น   	ดำเนินสะดวก   
ท่านัด   	ดำเนินสะดวก   
ขุนพิทักษ์   	ดำเนินสะดวก   
ดอนไผ่   	ดำเนินสะดวก   
บ้านโป่ง   	บ้านโป่ง   
ท่าผา   	บ้านโป่ง   
กรับใหญ่   	บ้านโป่ง   
ปากแรต   	บ้านโป่ง   
หนองกบ   	บ้านโป่ง   
หนองอ้อ   	บ้านโป่ง   
ดอนกระเบื้อง   	บ้านโป่ง   
สวนกล้วย   	บ้านโป่ง   
นครชุมน์   	บ้านโป่ง   
บ้านม่วง   	บ้านโป่ง   
คุ้งพยอม   	บ้านโป่ง   
หนองปลาหมอ   	บ้านโป่ง   
เขาขลุง   	บ้านโป่ง   
เบิกไพร   	บ้านโป่ง   
ลาดบัวขาว   	บ้านโป่ง   
บางแพ   	บางแพ   
วังเย็น   	บางแพ   
หัวโพ   	บางแพ   
วัดแก้ว   	บางแพ   
ดอนใหญ่   	บางแพ   
ดอนคา   	บางแพ   
โพหัก   	บางแพ   
โพธาราม   	โพธาราม   
ดอนกระเบื้อง   	โพธาราม   
หนองโพ   	โพธาราม   
บ้านเลือก   	โพธาราม   
คลองตาคต   	โพธาราม   
บ้านฆ้อง   	โพธาราม   
บ้านสิงห์   	โพธาราม   
ดอนทราย   	โพธาราม   
เจ็ดเสมียน   	โพธาราม   
คลองข่อย   	โพธาราม   
ชำแระ   	โพธาราม   
สร้อยฟ้า   	โพธาราม   
ท่าชุมพล   	โพธาราม   
บางโตนด   	โพธาราม   
เตาปูน   	โพธาราม   
นางแก้ว   	โพธาราม   
ธรรมเสน   	โพธาราม   
เขาชะงุ้ม   	โพธาราม   
หนองกวาง   	โพธาราม   
ทุ่งหลวง   	ปากท่อ   
วังมะนาว   	ปากท่อ   
ดอนทราย   	ปากท่อ   
หนองกระทุ่ม   	ปากท่อ   
ปากท่อ   	ปากท่อ   
ป่าไก่   	ปากท่อ   
วัดยางงาม   	ปากท่อ   
อ่างหิน   	ปากท่อ   
บ่อกระดาน   	ปากท่อ   
ยางหัก   	ปากท่อ   
วันดาว   	ปากท่อ   
ห้วยยางโทน   	ปากท่อ   
เกาะศาลพระ   	วัดเพลง   
จอมประทัด   	วัดเพลง   
วัดเพลง   	วัดเพลง   
บ้านคา   	บ้านคา   
บ้านบึง   	บ้านคา   
หนองพันจันทร์   	บ้านคา   
บ้านเหนือ   	เมืองกาญจนบุรี   
บ้านใต้   	เมืองกาญจนบุรี   
ปากแพรก   	เมืองกาญจนบุรี   
ท่ามะขาม   	เมืองกาญจนบุรี   
แก่งเสี้ยน   	เมืองกาญจนบุรี   
หนองบัว   	เมืองกาญจนบุรี   
ลาดหญ้า   	เมืองกาญจนบุรี   
วังด้ง   	เมืองกาญจนบุรี   
ช่องสะเดา   	เมืองกาญจนบุรี   
หนองหญ้า   	เมืองกาญจนบุรี   
เกาะสำโรง   	เมืองกาญจนบุรี   
*ด่านมะขามเตี้ย   	เมืองกาญจนบุรี   
บ้านเก่า   	เมืองกาญจนบุรี   
*จรเข้เผือก   	เมืองกาญจนบุรี   
*กลอนโด   	เมืองกาญจนบุรี   
วังเย็น   	เมืองกาญจนบุรี   
ลุ่มสุ่ม   	ไทรโยค   
ท่าเสา   	ไทรโยค   
สิงห์   	ไทรโยค   
ไทรโยค   	ไทรโยค   
วังกระแจะ   	ไทรโยค   
ศรีมงคล   	ไทรโยค   
บ้องตี้   	ไทรโยค   
บ่อพลอย   	บ่อพลอย   
หนองกุ่ม   	บ่อพลอย   
หนองรี   	บ่อพลอย   
*หนองปรือ   	บ่อพลอย   
หลุมรัง   	บ่อพลอย   
*หนองปลาไหล   	บ่อพลอย   
*สมเด็จเจริญ   	บ่อพลอย   
ช่องด่าน   	บ่อพลอย   
หนองกร่าง   	บ่อพลอย   
นาสวน   	ศรีสวัสดิ์   
ด่านแม่แฉลบ   	ศรีสวัสดิ์   
หนองเป็ด   	ศรีสวัสดิ์   
ท่ากระดาน   	ศรีสวัสดิ์   
เขาโจด   	ศรีสวัสดิ์   
แม่กระบุง   	ศรีสวัสดิ์   
พงตึก   	ท่ามะกา   
ยางม่วง   	ท่ามะกา   
ดอนชะเอม   	ท่ามะกา   
ท่าไม้   	ท่ามะกา   
ตะคร้ำเอน   	ท่ามะกา   
ท่ามะกา   	ท่ามะกา   
ท่าเรือ   	ท่ามะกา   
โคกตะบอง   	ท่ามะกา   
ดอนขมิ้น   	ท่ามะกา   
อุโลกสี่หมื่น   	ท่ามะกา   
เขาสามสิบหาบ   	ท่ามะกา   
พระแท่น   	ท่ามะกา   
หวายเหนียว   	ท่ามะกา   
แสนตอ   	ท่ามะกา   
สนามแย้   	ท่ามะกา   
ท่าเสา   	ท่ามะกา   
หนองลาน   	ท่ามะกา   
ท่าม่วง   	ท่าม่วง   
วังขนาย   	ท่าม่วง   
วังศาลา   	ท่าม่วง   
ท่าล้อ   	ท่าม่วง   
หนองขาว   	ท่าม่วง   
ทุ่งทอง   	ท่าม่วง   
เขาน้อย   	ท่าม่วง   
ม่วงชุม   	ท่าม่วง   
บ้านใหม่   	ท่าม่วง   
พังตรุ   	ท่าม่วง   
ท่าตะคร้อ   	ท่าม่วง   
รางสาลี่   	ท่าม่วง   
หนองตากยา   	ท่าม่วง   
ท่าขนุน   	ทองผาภูมิ   
ปิล๊อก   	ทองผาภูมิ   
หินดาด   	ทองผาภูมิ   
ลิ่นถิ่น   	ทองผาภูมิ   
ชะแล   	ทองผาภูมิ   
ห้วยเขย่ง   	ทองผาภูมิ   
สหกรณ์นิคม   	ทองผาภูมิ   
หนองลู   	สังขละบุรี   
ปรังเผล   	สังขละบุรี   
ไล่โว่   	สังขละบุรี   
พนมทวน   	พนมทวน   
หนองโรง   	พนมทวน   
ทุ่งสมอ   	พนมทวน   
ดอนเจดีย์   	พนมทวน   
พังตรุ   	พนมทวน   
รางหวาย   	พนมทวน   
*ดอนแสลบ   	พนมทวน   
*ห้วยกระเจา   	พนมทวน   
*สระลงเรือ   	พนมทวน   
*วังไผ่   	พนมทวน   
หนองสาหร่าย   	พนมทวน   
ดอนตาเพชร   	พนมทวน   
เลาขวัญ   	เลาขวัญ   
หนองโสน   	เลาขวัญ   
หนองประดู่   	เลาขวัญ   
หนองปลิง   	เลาขวัญ   
หนองนกแก้ว   	เลาขวัญ   
ทุ่งกระบ่ำ   	เลาขวัญ   
หนองฝ้าย   	เลาขวัญ   
ด่านมะขามเตี้ย   	ด่านมะขามเตี้ย   
กลอนโด   	ด่านมะขามเตี้ย   
จรเข้เผือก   	ด่านมะขามเตี้ย   
หนองไผ่   	ด่านมะขามเตี้ย   
หนองปรือ   	หนองปรือ   
หนองปลาไหล   	หนองปรือ   
สมเด็จเจริญ   	หนองปรือ   
ห้วยกระเจา   	ห้วยกระเจา   
วังไผ่   	ห้วยกระเจา   
ดอนแสลบ   	ห้วยกระเจา   
สระลงเรือ   	ห้วยกระเจา   
ท่าพี่เลี้ยง   	เมืองสุพรรณบุรี   
รั้วใหญ่   	เมืองสุพรรณบุรี   
ทับตีเหล็ก   	เมืองสุพรรณบุรี   
ท่าระหัด   	เมืองสุพรรณบุรี   
ไผ่ขวาง   	เมืองสุพรรณบุรี   
โคกโคเฒ่า   	เมืองสุพรรณบุรี   
ดอนตาล   	เมืองสุพรรณบุรี   
ดอนมะสังข์   	เมืองสุพรรณบุรี   
พิหารแดง   	เมืองสุพรรณบุรี   
ดอนกำยาน   	เมืองสุพรรณบุรี   
ดอนโพธิ์ทอง   	เมืองสุพรรณบุรี   
บ้านโพธิ์   	เมืองสุพรรณบุรี   
สระแก้ว   	เมืองสุพรรณบุรี   
ตลิ่งชัน   	เมืองสุพรรณบุรี   
บางกุ้ง   	เมืองสุพรรณบุรี   
ศาลาขาว   	เมืองสุพรรณบุรี   
สวนแตง   	เมืองสุพรรณบุรี   
สนามชัย   	เมืองสุพรรณบุรี   
โพธิ์พระยา   	เมืองสุพรรณบุรี   
สนามคลี   	เมืองสุพรรณบุรี   
เขาพระ   	เดิมบางนางบวช   
เดิมบาง   	เดิมบางนางบวช   
นางบวช   	เดิมบางนางบวช   
เขาดิน   	เดิมบางนางบวช   
ปากน้ำ   	เดิมบางนางบวช   
ทุ่งคลี   	เดิมบางนางบวช   
โคกช้าง   	เดิมบางนางบวช   
หัวเขา   	เดิมบางนางบวช   
หัวนา   	เดิมบางนางบวช   
บ่อกรุ   	เดิมบางนางบวช   
วังศรีราช   	เดิมบางนางบวช   
ป่าสะแก   	เดิมบางนางบวช   
ยางนอน   	เดิมบางนางบวช   
หนองกระทุ่ม   	เดิมบางนางบวช   
*องค์พระ   	เดิมบางนางบวช   
*ห้วยขมิ้น   	เดิมบางนางบวช   
*ด่านช้าง   	เดิมบางนางบวช   
*หนองมะค่าโมง   	เดิมบางนางบวช   
หนองมะค่าโมง   	ด่านช้าง   
ด่านช้าง   	ด่านช้าง   
ห้วยขมิ้น   	ด่านช้าง   
องค์พระ   	ด่านช้าง   
วังคัน   	ด่านช้าง   
นิคมกระเสียว   	ด่านช้าง   
วังยาว   	ด่านช้าง   
โคกคราม   	บางปลาม้า   
บางปลาม้า   	บางปลาม้า   
ตะค่า   	บางปลาม้า   
บางใหญ่   	บางปลาม้า   
กฤษณา   	บางปลาม้า   
สาลี   	บางปลาม้า   
ไผ่กองดิน   	บางปลาม้า   
องครักษ์   	บางปลาม้า   
จรเข้ใหญ่   	บางปลาม้า   
บ้านแหลม   	บางปลาม้า   
มะขามล้ม   	บางปลาม้า   
วังน้ำเย็น   	บางปลาม้า   
วัดโบสถ์   	บางปลาม้า   
วัดดาว   	บางปลาม้า   
ศรีประจันต์   	ศรีประจันต์   
บ้านกร่าง   	ศรีประจันต์   
มดแดง   	ศรีประจันต์   
บางงาม   	ศรีประจันต์   
ดอนปรู   	ศรีประจันต์   
ปลายนา   	ศรีประจันต์   
วังหว้า   	ศรีประจันต์   
วังน้ำซับ   	ศรีประจันต์   
วังยาง   	ศรีประจันต์   
ดอนเจดีย์   	ดอนเจดีย์   
หนองสาหร่าย   	ดอนเจดีย์   
ไร่รถ   	ดอนเจดีย์   
สระกระโจม   	ดอนเจดีย์   
ทะเลบก   	ดอนเจดีย์   
สองพี่น้อง   	สองพี่น้อง   
บางเลน   	สองพี่น้อง   
บางตาเถร   	สองพี่น้อง   
บางตะเคียน   	สองพี่น้อง   
บ้านกุ่ม   	สองพี่น้อง   
หัวโพธิ์   	สองพี่น้อง   
บางพลับ   	สองพี่น้อง   
เนินพระปรางค์   	สองพี่น้อง   
บ้านช้าง   	สองพี่น้อง   
ต้นตาล   	สองพี่น้อง   
ศรีสำราญ   	สองพี่น้อง   
ทุ่งคอก   	สองพี่น้อง   
หนองบ่อ   	สองพี่น้อง   
บ่อสุพรรณ   	สองพี่น้อง   
ดอนมะนาว   	สองพี่น้อง   
ย่านยาว   	สามชุก   
วังลึก   	สามชุก   
สามชุก   	สามชุก   
หนองผักนาก   	สามชุก   
บ้านสระ   	สามชุก   
หนองสะเดา   	สามชุก   
กระเสียว   	สามชุก   
*แจงงาม   	สามชุก   
*หนองโพธิ์   	สามชุก   
*หนองราชวัตร   	สามชุก   
*หนองหญ้าไซ   	สามชุก   
อู่ทอง   	อู่ทอง   
สระยายโสม   	อู่ทอง   
จรเข้สามพัน   	อู่ทอง   
บ้านดอน   	อู่ทอง   
ยุ้งทะลาย   	อู่ทอง   
ดอนมะเกลือ   	อู่ทอง   
หนองโอ่ง   	อู่ทอง   
ดอนคา   	อู่ทอง   
พลับพลาไชย   	อู่ทอง   
บ้านโข้ง   	อู่ทอง   
เจดีย์   	อู่ทอง   
สระพังลาน   	อู่ทอง   
กระจัน   	อู่ทอง   
หนองหญ้าไซ   	หนองหญ้าไซ   
หนองราชวัตร   	หนองหญ้าไซ   
หนองโพธิ์   	หนองหญ้าไซ   
แจงงาม   	หนองหญ้าไซ   
หนองขาม   	หนองหญ้าไซ   
ทัพหลวง   	หนองหญ้าไซ   
พระปฐมเจดีย์   	เมืองนครปฐม   
บางแขม   	เมืองนครปฐม   
พระประโทน   	เมืองนครปฐม   
ธรรมศาลา   	เมืองนครปฐม   
ตาก้อง   	เมืองนครปฐม   
มาบแค   	เมืองนครปฐม   
สนามจันทร์   	เมืองนครปฐม   
ดอนยายหอม   	เมืองนครปฐม   
ถนนขาด   	เมืองนครปฐม   
บ่อพลับ   	เมืองนครปฐม   
นครปฐม   	เมืองนครปฐม   
วังตะกู   	เมืองนครปฐม   
หนองปากโลง   	เมืองนครปฐม   
สามควายเผือก   	เมืองนครปฐม   
ทุ่งน้อย   	เมืองนครปฐม   
หนองดินแดง   	เมืองนครปฐม   
วังเย็น   	เมืองนครปฐม   
โพรงมะเดื่อ   	เมืองนครปฐม   
ลำพยา   	เมืองนครปฐม   
สระกะเทียม   	เมืองนครปฐม   
สวนป่าน   	เมืองนครปฐม   
ห้วยจรเข้   	เมืองนครปฐม   
ทัพหลวง   	เมืองนครปฐม   
หนองงูเหลือม   	เมืองนครปฐม   
บ้านยาง   	เมืองนครปฐม   
ทุ่งกระพังโหม   	กำแพงแสน   
กระตีบ   	กำแพงแสน   
ทุ่งลูกนก   	กำแพงแสน   
ห้วยขวาง   	กำแพงแสน   
ทุ่งขวาง   	กำแพงแสน   
สระสี่มุม   	กำแพงแสน   
ทุ่งบัว   	กำแพงแสน   
ดอนข่อย   	กำแพงแสน   
สระพัฒนา   	กำแพงแสน   
ห้วยหมอนทอง   	กำแพงแสน   
ห้วยม่วง   	กำแพงแสน   
กำแพงแสน   	กำแพงแสน   
รางพิกุล   	กำแพงแสน   
หนองกระทุ่ม   	กำแพงแสน   
วังน้ำเขียว   	กำแพงแสน   
นครชัยศรี   	นครชัยศรี   
บางกระเบา   	นครชัยศรี   
วัดแค   	นครชัยศรี   
ท่าตำหนัก   	นครชัยศรี   
บางแก้ว   	นครชัยศรี   
ท่ากระชับ   	นครชัยศรี   
ขุนแก้ว   	นครชัยศรี   
ท่าพระยา   	นครชัยศรี   
พะเนียด   	นครชัยศรี   
บางระกำ   	นครชัยศรี   
โคกพระเจดีย์   	นครชัยศรี   
ศรีษะทอง   	นครชัยศรี   
แหลมบัว   	นครชัยศรี   
ศรีมหาโพธิ์   	นครชัยศรี   
สัมปทวน   	นครชัยศรี   
วัดสำโรง   	นครชัยศรี   
ดอนแฝก   	นครชัยศรี   
ห้วยพลู   	นครชัยศรี   
วัดละมุด   	นครชัยศรี   
บางพระ   	นครชัยศรี   
บางแก้วฟ้า   	นครชัยศรี   
ลานตากฟ้า   	นครชัยศรี   
งิ้วราย   	นครชัยศรี   
ไทยาวาส   	นครชัยศรี   
*ศาลายา   	นครชัยศรี   
*มหาสวัสดิ์   	นครชัยศรี   
*คลองโยง   	นครชัยศรี   
*มหาสวัสดิ์   	นครชัยศรี   
*คลองโยง   	นครชัยศรี   
*ศาลายา   	นครชัยศรี   
สามง่าม   	ดอนตูม   
ห้วยพระ   	ดอนตูม   
ลำเหย   	ดอนตูม   
ดอนพุทรา   	ดอนตูม   
บ้านหลวง   	ดอนตูม   
ดอนรวก   	ดอนตูม   
ห้วยด้วน   	ดอนตูม   
ลำลูกบัว   	ดอนตูม   
บางเลน   	บางเลน   
บางปลา   	บางเลน   
บางหลวง   	บางเลน   
บางภาษี   	บางเลน   
บางระกำ   	บางเลน   
บางไทรป่า   	บางเลน   
หินมูล   	บางเลน   
ไทรงาม   	บางเลน   
